NULL,CHILDRENS panadol 100ml,121,MISC,NULL,8.62,NULL,-24,0.15,-5038546826349870847,NULL,NULL,NULL,NULL
CHLORAMPHENCOL EAR DROP,CHLORAMPHENCOL EAR DROP,124,MISC,NULL,7.17,NULL,255,0.15,-5038546826291150591,NULL,NULL,NULL,NULL
NULL,CHLORAMPHENCOL EYE OINT (novo),125,MISC,NULL,5.5,NULL,-17,0.15,-5038546821987794687,NULL,NULL,NULL,NULL
CIALIS 10MG (TADALAFIL) SINGLE,CIALIS 10MG (TADALAFIL) SINGLE,127,MISC,NULL,50.43,NULL,95,0.15,-5038546821954240255,NULL,4'S,NULL,NULL
NULL,CICATRIN POWDER 10g,128,MISC,NULL,8.78,NULL,3,0.15,-5038546821937463039,NULL,NULL,NULL,NULL
CLARITINE 10MG 20'S,CLARITINE 10MG 20'S,132,MISC,NULL,0.52,NULL,2543,0.15,-5038546817566998271,NULL,NULL,NULL,NULL
NULL,CLARITINE SYRUP 100ML,133,MISC,NULL,17.55,NULL,0,0.15,-5038546817558609663,NULL,NULL,NULL,NULL
NULL,CLOMITAB 50MG 10'S,137,MISC,NULL,2.94,NULL,-690,0.15,-5038546817483112191,NULL,NULL,NULL,NULL
NULL,CO -CODAMOL 8/500MG 100'S,140,MISC,NULL,0.25,NULL,-11807,0.15,-5038546817449557759,NULL,NULL,NULL,NULL
NULL,COLCHICINE 0.5MG 100'S,143,MISC,NULL,0.7,NULL,45457,0.15,-5038546813137813247,NULL,NULL,NULL,NULL
NULL,CONAZ (KETOCONAZOLE) 200MG10'S,146,MISC,NULL,1.64,NULL,-60,0.15,-5038546813112647423,NULL,NULL,NULL,NULL
NULL,CORSODYL MOUTHWASH MINT  300ML,147,MISC,NULL,23.83,NULL,79,0.15,-5038546813087481599,NULL,NULL,NULL,NULL
CORSODYL MOUTHWASH ORIGINAL,CORSODYL MOUTHWASH ORIGINAL,148,MISC,NULL,23.83,NULL,33,0.15,-5038546813070704383,NULL,300ml,NULL,NULL
NULL,DEPO PROVERA INJ,167,MISC,NULL,17.35,NULL,86,0,-5038546808607964927,NULL,NULL,NULL,NULL
LOTION,DERMA COOL,168,MISC,NULL,13.13,NULL,-16,0.15,-5038546804304609023,NULL,100ML,NULL,NULL
NULL,DERMOVATE OINTMENT 10G,169,MISC,NULL,8.31,NULL,3,0.15,-5038546804287831807,NULL,NULL,NULL,NULL
DETRUSITOL 4MG,DETRUSITOL 4MG,170,MISC,NULL,7.61,NULL,1765,0.15,-5038546804271054591,NULL,28's,NULL,NULL
NULL,DIANE 35 TAB,173,MISC,NULL,33.7,NULL,48,0.15,-5038546804254277375,NULL,NULL,NULL,NULL
NULL,DIAZEPAM 5MG,175,MISC,NULL,0.45,NULL,1002,0.15,-5038546804212334335,NULL,NULL,NULL,NULL
NULL,DICA LIQ 350ml,176,MISC,NULL,19.33,NULL,45,0.15,-5038546804203945727,NULL,350ml,NULL,NULL
NULL,DONG QUAI + ROYAL JELLY 100's,187,MISC,NULL,0.44,NULL,2245,0.15,-5038546799816703743,NULL,100's,NULL,NULL
NULL,DULCOLAX 5MG SINGLES,196,MISC,NULL,0.35,NULL,-495,0.15,-5038546795429461759,NULL,NULL,NULL,NULL
NULL,DURICEF SUSP 250MG,200,MISC,NULL,33.37,NULL,-28,0.15,-5038546791067385599,NULL,NULL,NULL,NULL
NULL,DURICEF 125MG SUSP,201,MISC,NULL,27.78,NULL,0,0.15,-5038546791042219775,NULL,NULL,NULL,NULL
NULL,DURICEF 500mg,202,MISC,NULL,3.75,NULL,1169,0.15,-5038546791025442559,NULL,12'S,NULL,NULL
NULL,E45 CREAM 125G,205,MISC,NULL,29.47,NULL,0,0.15,-5038546791000276735,NULL,NULL,NULL,NULL
NULL,E45 CREAM 50G,206,MISC,NULL,16.2,NULL,-1,0.15,-5038546790975110911,NULL,NULL,NULL,NULL
NULL,ELOCON CREAM 5G,212,MISC,NULL,12.14,NULL,15,0.15,-5038546786587868927,NULL,NULL,NULL,NULL
NULL,ELOCON OINT 0.1% 30G,213,MISC,NULL,22.86,NULL,118,0.15,-5038546786562703103,NULL,NULL,NULL,NULL
NULL,EPSOM SALT (MAGNESIUM) 454G,217,MISC,NULL,7.83,NULL,0,0.15,-5038546786520760063,NULL,NULL,NULL,NULL
P/PRIDE EVENING PRIMPROSE 500MG,P/PRIDE EVENING PRIMPROSE 500MG,220,MISC,NULL,0.41,NULL,-2085,0.15,-5038546782175461119,NULL,100'S,NULL,NULL
NULL,EX. STR PROSTAMETTO FOR MEN,223,MISC,NULL,0.55,NULL,-636,0.15,-5038546782150295295,NULL,NULL,NULL,NULL
NULL,FASIGYN 500mg 40's,224,MISC,NULL,4,NULL,1845,0.15,-5038546782141906687,NULL,NULL,NULL,NULL
NULL,FELDENE 20mg 40's,225,MISC,NULL,0.77,NULL,26,0.15,-5038546782125129471,NULL,NULL,NULL,NULL
FINASTERIDE 5MG  28'S,FINASTERIDE 5MG  28'S,228,MISC,NULL,0.87,NULL,1200,0.15,-5038546777771441919,NULL,28'S,NULL,NULL
FLAGYL 400MG TAB,FLAGYL 400MG TAB,231,MISC,NULL,0.9,NULL,1367,0.15,-5038546777729498879,NULL,450's,NULL,NULL
FLAGYL 200mg SUSPENSION 60ML,FLAGYL 200mg SUSPENSION 60ML,232,MISC,NULL,12.53,NULL,60,0.15,-5038546777704333055,NULL,60ML,NULL,NULL
NULL,FLEXODIN,233,MISC,NULL,1.26,NULL,0,0.15,-5038546777687555839,NULL,NULL,NULL,NULL
NULL,FLIXONASE NASAL SPRAY 50MCG,234,MISC,NULL,58.73,NULL,15,0,-5038546777679167231,NULL,NULL,NULL,NULL
NULL,FLUCAN 150MG 1'S,238,MISC,NULL,17.33,NULL,72,0.15,-5038546777662390015,NULL,NULL,NULL,NULL
NULL,FLUOXETINE 20MG 30'S,240,MISC,NULL,2.07,NULL,-374,0.15,-5038546773325479679,NULL,NULL,NULL,NULL
NULL,FOURDERM CREM 10G,243,MISC,NULL,8.65,NULL,-20,0.15,-5038546773283536639,NULL,NULL,NULL,NULL
NULL,FUCIDIN CREAM,244,MISC,NULL,23.91,NULL,55,0.15,-5038546773266759423,NULL,15G,NULL,NULL
NULL,FUCIDIN H CR 15g (C/COU),245,MISC,NULL,32.72,NULL,91,0.15,-5038546773249982207,NULL,NULL,NULL,NULL
FUCIDIN OINTMENT 15G,FUCIDIN OINTMENT 15G,246,MISC,NULL,25.13,NULL,25,0.15,-5038546773233204991,NULL,15G,NULL,NULL
NULL,FUCITHALMIC EYE DROP,247,MISC,NULL,29.41,NULL,59,0.15,-5038546773216427775,NULL,NULL,NULL,NULL
NULL,FUNGIVIN (Griseofulvin) 500mg,248,MISC,NULL,1.03,NULL,952,0.15,-5038546768904683263,NULL,NULL,NULL,NULL
NULL,GENTICINEYE/EAR DROP,256,MISC,NULL,26.1,NULL,0,0.15,-5038546764492275455,NULL,NULL,NULL,NULL
GLYCEROL SUPPOSITORIES INFANT,GLYCEROL SUPPOSITORIES INFANT,258,MISC,NULL,8.09,NULL,-6,0.15,-5038546764450332415,NULL,12'S,NULL,NULL
NULL,GONADIL-F 40CAPS,259,MISC,NULL,59.14,NULL,16,0.15,-5038546764433555199,NULL,NULL,NULL,NULL
NULL,GYNO TRAVOGEN,260,MISC,NULL,36.23,NULL,59,0.15,-5038546764425166591,NULL,NULL,NULL,NULL
NULL,HISTAC 150MG (RANITIDINE),264,MISC,NULL,0.39,NULL,-108,0.15,-5038546760054701823,NULL,NULL,NULL,NULL
NULL,HISTAC 300MG (RANITIDINE),265,MISC,NULL,0.43,NULL,48,0.15,-5038546760037924607,NULL,NULL,NULL,NULL
NULL,HISTAL DM 2000ML,267,MISC,NULL,2.13,NULL,-2,0.15,-5038546760004370175,NULL,NULL,NULL,NULL
NULL,HISTAL EXPECTORANT 2000 mL,268,MISC,NULL,2.17,NULL,13,0.15,-5038546759987592959,NULL,NULL,NULL,NULL
COUGH SUPRESSANT,HISTATUSSIN DM 125 ML,269,MISC,NULL,16.3,NULL,159,0.15,-5038546759970815743,NULL,NULL,NULL,NULL
LIQUID FOR COUGHS & COLDS ALLERGIES AND ASTHMATIC CONDITIONS,HISTATUSSIN SYRUP,271,MISC,NULL,16.3,NULL,-8,0.15,-5038546755650682623,NULL,125ML,NULL,NULL
NULL,HISTATUSSIN SYRUP  2000ml (1OZ),272,MISC,NULL,3.6,NULL,8281,0.15,-5038546755633905407,NULL,NULL,NULL,NULL
NULL,HYDROCORTISONE 1% CREAM 28.4G,276,MISC,NULL,16.17,NULL,-2,0.15,-5038546755591962367,NULL,NULL,NULL,NULL
IBERET FOLIC 500MG Tabs 30'S,IBERET FOLIC 500MG SINGLES,278,MISC,NULL,0.96,NULL,18589,0.15,-5038546755566796543,NULL,30'S,NULL,NULL
IBUPROFEN 400MG TABLET 500'S,IBUPROFEN 400MG TABLET 500'S,279,MISC,NULL,0.22,NULL,791,0.15,-5038546755541630719,NULL,500'S,NULL,NULL
IBUPROFEN 800mg TAB (500's),IBUPROFEN 800mg TAB (500's),282,MISC,NULL,0.4,NULL,-301,0.15,-5038546751196331775,NULL,500'S,NULL,NULL
NULL,IMODIUM TABS 2MG 6'S,283,MISC,NULL,2.74,NULL,0,0.15,-5038546751187943167,NULL,NULL,NULL,NULL
NULL,KAMAGRA 100MG 4'S,290,MISC,NULL,45.22,NULL,-594,0.15,-5038546746817478399,NULL,NULL,NULL,NULL
NULL,KEFLEX 500mg 12's,291,MISC,NULL,3.41,NULL,345,0.15,-5038546746800701183,NULL,NULL,NULL,NULL
NULL,KENACOMB OINTMENT 10G,293,MISC,NULL,14.95,NULL,-13,0.15,-5038546746767146751,NULL,NULL,NULL,NULL
NULL,LACRI LUBE EYE OINT 3.5g,297,MISC,NULL,11.2,NULL,-1,0.15,-5038546746741980927,NULL,NULL,NULL,NULL
LAMISIL CREAM,LAMISIL CREAM 10g,299,MISC,NULL,13.77,NULL,478,0.15,-5038546746700037887,NULL,10g,NULL,NULL
LAMISIL 250MG TAB,LAMISIL 250MG TAB,300,MISC,NULL,2.25,NULL,1771,0.15,-5038546742396681983,NULL,28'S,NULL,NULL
LANSOPRAZOLE 30MG,LANSOPRAZOLE 30MG,302,MISC,NULL,0.57,NULL,32397,0.15,-5038546742354738943,NULL,28'S,NULL,NULL
NULL,LEVOTHYROXINE 50MCG 100'S,303,MISC,NULL,0.65,NULL,3212,0.15,-5038546742346350335,NULL,NULL,NULL,NULL
NULL,LEVOTHYROXINE 75mcg 100's,304,MISC,NULL,1.51,NULL,-946,0.15,-5038546742321184511,NULL,NULL,NULL,NULL
NULL,LIQUID CARNITINE 1000MG,312,MISC,NULL,18,NULL,31,0.15,-5038546737933942527,NULL,NULL,NULL,NULL
NULL,LIQUID VITAMIN C 473ML,313,MISC,NULL,0,NULL,0,0.15,-5038546737908776703,NULL,NULL,NULL,NULL
NULL,LOETTE 21'S,318,MISC,NULL,22.83,NULL,-31,0.15,-5038546737858445055,NULL,NULL,NULL,NULL
NULL,MAXOLON TABS,330,MISC,NULL,0.5,NULL,11844,0.15,-5038546729151069951,NULL,NULL,NULL,NULL
NULL,MAXOLON 5MG SYRUP 50ML,331,MISC,NULL,20.86,NULL,21,0.15,-5038546729134292735,NULL,NULL,NULL,NULL
NULL,MAXITROL EYE DROP,332,MISC,NULL,23.64,NULL,133,0.15,-5038546729125904127,NULL,NULL,NULL,NULL
NULL,MEDROXYPROGESTERONE 10MG 100'S,333,MISC,NULL,1.14,NULL,32,0.15,-5038546729100738303,NULL,NULL,NULL,NULL
MEGALIS 20MG (single),MEGALIS 20MG (single),335,MISC,NULL,11.3,NULL,680,0.15,-5038546729083961087,NULL,1's,NULL,NULL
MELOXICAM 7.5MG TAB,MELOXICAM 7.5MG TAB,336,MISC,NULL,0.29,NULL,597,0.15,-5038546724772216575,NULL,NULL,NULL,NULL
MELOXICAM 15MG TAB,MELOXICAM 15MG TAB,337,MISC,NULL,0.35,NULL,3272,0.15,-5038546724755439359,NULL,30'S,NULL,NULL
NULL,METRONIDAZOLE TABS 400MG 30 X 1,342,MISC,NULL,0.9,NULL,-938,0.15,-5038546724721884927,NULL,NULL,NULL,NULL
NULL,MICROGYNON ED 3CYCLE,346,MISC,NULL,11.69,NULL,120,0.15,-5038546720401751807,NULL,NULL,NULL,NULL
NULL,MICOSPEC BV CREAM,347,MISC,NULL,10.52,NULL,153,0.15,-5038546720384974591,NULL,NULL,NULL,NULL
MINADEX CHEWABLE 100'S,MINADEX MULTI-VIT CHEWABLE TAB,349,MISC,NULL,16.51,NULL,0,0.15,-5038546720351420159,NULL,100'S,NULL,NULL
NULL,NAPROXEN 500MG 500'S,362,MISC,NULL,0.52,NULL,4162,0.15,-5038546711576936191,NULL,NULL,NULL,NULL
NULL,NASONEX NASAL SPRAY 0 .05%,363,MISC,NULL,52.65,NULL,-13,0.15,-5038546711551770367,NULL,NULL,NULL,NULL
NEUROBIN TABS,NEUROBIN TABS,364,MISC,NULL,0.77,NULL,15760,0.15,-5038546711534993151,NULL,100'S,NULL,NULL
NEOSPORIN ANTIBIOTIC POWDER,NEOMYCIN AND POLYMYXIN,365,MISC,NULL,9.52,NULL,-79,0.15,-5038546711518215935,NULL,NULL,NULL,NULL
NULL,NEOSPORIN SKIN OINTMENT 20G,366,MISC,NULL,6.75,NULL,34,0.15,-5038546711509827327,NULL,NULL,NULL,NULL
NEXIUM 20MG TAB 28'S,NEXIUM 20MG TAB 28'S,369,MISC,NULL,1.13,NULL,3353,0.15,-5038546711459495679,NULL,28'S,NULL,NULL
NEXIUM 40MG TAB 28'S,NEXIUM 40MG TAB 28'S,370,MISC,NULL,4,NULL,1192,0.15,-5038546711434329855,NULL,28'S,NULL,NULL
NULL,NIZORAL 200MG 10'S,372,MISC,NULL,3.39,NULL,0,0.15,-5038546707105808127,NULL,NULL,NULL,NULL
NULL,NIZRAL CREAM 15G,373,MISC,NULL,15.95,NULL,30,0.15,-5038546707097419519,NULL,NULL,NULL,NULL
NULL,NIZORAL SHAMPOO,375,MISC,NULL,50.78,NULL,-3,0.15,-5038546707055476479,NULL,100ML,NULL,NULL
NULL,NORFLEX TABS,381,MISC,NULL,1.13,NULL,-5353,0.15,-5038546702659845887,NULL,100'S,NULL,NULL
NULL,NORMAL SALINE NOSE DROPS,382,MISC,NULL,5.17,NULL,-2,0.15,-5038546702651457279,NULL,NULL,NULL,NULL
NORGESIC TABS,NORGESIC TABS,385,MISC,NULL,1.96,NULL,-2395,0.15,-5038546702626291455,NULL,NULL,NULL,NULL
NULL,NOROXIN 400MG(NORFLOXACIN),386,MISC,NULL,2.51,NULL,-35,0.15,-5038546702609514239,NULL,NULL,NULL,NULL
ODOMOS CREAM 100G,ODOMOS CREAM (L),388,MISC,NULL,14.62,NULL,94,0.15,-5038546698280992511,NULL,100G,NULL,NULL
ODOMOS CREAM (M),ODOMOS CREAM (M),390,MISC,NULL,7.39,NULL,160,0.15,-5038546698247438079,NULL,50g,NULL,NULL
NULL,OILATUM KIDS BAR (S),391,MISC,NULL,12.87,NULL,-19,0.15,-5038546698239049471,NULL,50G,NULL,NULL
NULL,OMNIGEL,399,MISC,NULL,14.97,NULL,60,0.15,-5038546693809864447,NULL,30G,NULL,NULL
NULL,KENALOG OINTMENT 5G ORABASE,400,MISC,NULL,14.95,NULL,-56,0.15,-5038546693784698623,NULL,NULL,NULL,NULL
NASAL SPRAY,OTRIVIN ADULT NASAL SOLUTION,407,MISC,NULL,10.17,NULL,-153,0.15,-5038546689397456639,NULL,NULL,NULL,NULL
NULL,OTRIVIN NASAL ADULT 10ML,409,MISC,NULL,9.13,NULL,449,0.15,-5038546689363902207,NULL,NULL,NULL,NULL
NULL,OTRIVIN NASAL PAED 10ML,410,MISC,NULL,9.13,NULL,70,0.15,-5038546685043769087,NULL,NULL,NULL,NULL
NULL,OTRIVIN S NASAL SPRAY,412,MISC,NULL,9.13,NULL,10,0.15,-5038546685018603263,NULL,NULL,NULL,NULL
PANADOL LIQUid,PANADOL LIQUID 100ML,416,MISC,NULL,11.13,NULL,176,0.15,-5038546680656527103,NULL,100ml,NULL,NULL
PANADOL INFANT DROP,PANADOL INFANT DROP,417,MISC,NULL,10.19,NULL,243,0.15,-5038546680631361279,NULL,NULL,NULL,NULL
NULL,PANADOL EXTRAS,418,MISC,NULL,16.91,NULL,180,0.15,-5038546680614584063,NULL,NULL,NULL,NULL
NULL,PANTOPRAZOLE 40MG 28'S,419,MISC,NULL,1.39,NULL,-501,0.15,-5038546680597806847,NULL,NULL,NULL,NULL
NULL,PARACETAMOL (MANADOL) 32'S,421,MISC,NULL,2.11,NULL,-186,0.15,-5038546680564252415,NULL,NULL,NULL,NULL
PARACETAMOL 500MG 1000'S,PARACETAMOL 500MG 1000'S,422,MISC,NULL,0.09,NULL,-2984,0.15,-5038546680555863807,NULL,NULL,NULL,NULL
NULL,PATANOL 0 .1% 5ML,424,MISC,NULL,69.68,NULL,118,0.15,-5038546680522309375,NULL,NULL,NULL,NULL
NULL,PAXIL 20MG 28'S,425,MISC,NULL,7.45,NULL,1418,0,-5038546676202176255,NULL,NULL,NULL,NULL
NULL,PEDIA-CARE SOLUTION ASSORTED,427,MISC,NULL,19.74,NULL,99,0.15,-5038546676177010431,NULL,NULL,NULL,NULL
NULL,PENBRITIN (AMPICILLIN) 500MG 10,428,MISC,NULL,1.26,NULL,43,0.15,-5038546676160233215,NULL,NULL,NULL,NULL
BISMATROL (PEPTO BISMOL)(MAJOR),BISMATROL (PEPTO BISMOL)(MAJOR),430,MISC,NULL,13.14,NULL,90,0.15,-5038546676118290175,NULL,236ML,NULL,NULL
NULL,PERIACTIN 4MG 100'S,432,MISC,NULL,0.69,NULL,2750,0.15,-5038546671798157055,NULL,NULL,NULL,NULL
PHARMATON CAPS SINGLES,PHARMATON CAPS SINGLES,438,MISC,NULL,1.3,NULL,-5242,0.15,-5038546671731048191,NULL,100'S,NULL,NULL
NULL,PHENERGAN(Promethazine 5mg)ELIX,439,MISC,NULL,21.78,NULL,139,0.15,-5038546671705882367,NULL,120ml,NULL,NULL
NULL,PIRITON 4MG 1000'S,441,MISC,NULL,0.17,NULL,42089,0.15,-5038546671689105151,NULL,NULL,NULL,NULL
NULL,PIRITON EXPECTORANT 120ML,442,MISC,NULL,13.57,NULL,1,0.15,-5038546667385749247,NULL,120ML,NULL,NULL
POLICOSANOL 10MG,POLICOSANOL 10MG,443,MISC,NULL,27.9,NULL,4,0.15,-5038546667368972031,NULL,90'S,NULL,NULL
PONSTAN FORTE 500MG,PONSTAN FORTE 500MG,444,MISC,NULL,0.45,NULL,-562,0.15,-5038546667352194815,NULL,200's,NULL,NULL
PROGYLUTON TAB 21'S,PROGYLUTON TAB 21'S,450,MISC,NULL,27.41,NULL,15,0.15,-5038546662948175615,NULL,NULL,NULL,NULL
PROSCAR 5MG 28'S,PROSCAR 5MG TAB,451,MISC,NULL,2,NULL,1328,0.15,-5038546662939787007,NULL,28's,NULL,NULL
NULL,PROVIRON TABS 25MG 20'S,452,MISC,NULL,1.89,NULL,1382,0.15,-5038546662923009791,NULL,NULL,NULL,NULL
NULL,PYRIDIUM 200MG 150'S,453,MISC,NULL,3,NULL,-155,0.15,-5038546662906232575,NULL,NULL,NULL,NULL
NULL,QUININE SULPHATE  300MG,454,MISC,NULL,0.75,NULL,-294,0.15,-5038546662881066751,NULL,28'S,NULL,NULL
DICLOFENAC SR 100MG,DICLOFENAC SR 100MG (reactin),460,MISC,NULL,0.79,NULL,813,0.15,-5038546658544156415,NULL,300'S,NULL,NULL
NULL,PURITAN PRIDE RED RICE YEAST+,464,MISC,NULL,0.71,NULL,960,0.15,-5038546658468658943,NULL,NULL,NULL,NULL
NULL,REFRESH TEARS EYE DROP 10ML,465,MISC,NULL,22.08,NULL,46,0.15,-5038546658451881727,NULL,NULL,NULL,NULL
NULL,REGLAN INJECTION 50'S,466,MISC,NULL,5.6,NULL,0,0.15,-5038546658435104511,NULL,NULL,NULL,NULL
NULL,RESCOFER BLOOD TONIC,468,MISC,NULL,22.13,NULL,7,0.15,-5038546658426715903,NULL,NULL,NULL,NULL
NULL,RESCOFER PLUS BLOOD TONIC,469,MISC,NULL,25.83,NULL,27,0.15,-5038546658401550079,NULL,NULL,NULL,NULL
RESCUE OIL 75ML,RESCUE OIL 75ML,470,MISC,NULL,15.39,NULL,-30,0.15,-5038546654089805567,NULL,NULL,NULL,NULL
NULL,RETINO A CREAM 0.025% 20G,471,MISC,NULL,32.83,NULL,90,0.15,-5038546654081416959,NULL,NULL,NULL,NULL
NULL,RETINO A CREAM 0.05%     20G,472,MISC,NULL,35.03,NULL,46,0.15,-5038546654064639743,NULL,NULL,NULL,NULL
NULL,RISPERDAL 1MG 20'S,473,MISC,NULL,1.2,NULL,525,0.15,-5038546654047862527,NULL,NULL,NULL,NULL
